domain,price
witt-weiden.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d770cac0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
wittchenshop.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6e14340>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
y666.tv,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6b1bcd0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
zoo-berlin.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6411a50>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
zoo24.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43bc4ecd00>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
anticafarmaciaorlandi.it,"error: 400, message='Got more than 8190 bytes (8797) when reading Header value is too long.', url='https://anticafarmaciaorlandi.it'"
isca.sg,error: Cannot connect to host isca.sg:443 ssl:default [Name or service not known]
crazymarket.gr,error: 
e-geoprostasia.gr,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d7c031f0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
frou-frou.gr,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6411ab0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
isac.gr,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43ac39dba0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
kafteroulis.gr,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d71ac070>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
louizidishome.gr,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d5ed7f10>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
misirlis-aquarium.gr,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d93183d0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
my24shop.gr,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d77f22f0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
partselect.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d65804f0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
techrider.gr,error: Cannot connect to host techrider.gr:443 ssl:default [Temporary failure in name resolution]
vapecraft.gr,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43aef17a60>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
wheelbasealloys.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43ad2b00a0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
zakcret.gr,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43bc2ffd60>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
polene-paris.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6e14a00>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
aeropost.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d71acbe0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
ridero.eu,"error: 0, message='', url='https://ridero.eu'"
premiumcdkeys.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d661e4a0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
communication-celeste.fr,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d8686b60>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
oakandfort.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d7c6f070>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
sodastream.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43bc4edae0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
eurekasurveys.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43bc5bb010>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
boostokay.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6e169e0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
detomaso-watches.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d7c6f040>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
filmsasiedzi.pl,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43ad428d60>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
pattini.pl,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d8687f40>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
sa.pl,"error: Cannot connect to host sa.pl:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'sa.pl'. (_ssl.c:1017)"")]"
google.lkGoogle organic,error: Cannot connect to host google.lkgoogle organic:443 ssl:default [Name or service not known]
laredoute.es,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d7e1f9d0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
yo-star.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d8686380>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
auer-verlag.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43ac39d450>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
besamex.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d77f21d0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
dfb.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43aef17eb0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
hobbii.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d770f310>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
hoffmann-germany.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43ad429a20>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
instabio.cc,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d770fbe0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
misspompadour.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43bc3df8e0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
payment-transaction.net,error: Cannot connect to host payment-transaction.net:443 ssl:default [No address associated with hostname]
raiffeisenbaumarkt24.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43bc384190>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
saniklick.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d9262410>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
ticket-center-hohenschwangau.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d5f10490>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
union-zeughaus.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6e39900>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
vereinsexpress.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6d2f4c0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
waschbaer.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43bc5bb4c0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
weinfuerst.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d82fc1f0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
petbarn.au,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6581120>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
wotif.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d67ee140>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
danmumm.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d71ac3d0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
maldero.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6e15b40>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
masquevapor.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43aef14dc0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
bwin.es,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d9263fa0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
paypal-techsupport.com,error: 
duelingbook.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43ad53cf40>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
fictionmania.tv,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d71af670>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
arenal.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d9318670>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
dieteticacentral.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d77f1660>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
ionos.es,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6581f90>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
vinoseleccion.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d7e1d630>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
computop-paygate.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d65829e0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
deutschlandcard.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6e16860>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
dragonspice.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d770ea70>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
getreidemuehle-trepte.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43a4c5c640>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
holzschutz-ideal.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d661db10>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
innocigs.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d65ec610>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
kino-butzbach.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43bc2fd4e0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
laufradxl.de,error: 
loesdau.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6536920>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
maskworld.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43ac85f3a0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
mirijana.eu,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d71afc40>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
moz.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43bc3df340>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
nofish.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d71af550>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
pizza-berlinerplatz.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43bc3b0a00>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
pretix.eu,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6b86c80>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
verpackungslizenzierung.de,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43bc1cd810>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
violey.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d770c4f0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
whitepages.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43ac32c8e0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
geox.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d770d1b0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
djnev.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43aef15420>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
zohopublic.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d9319b70>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
sharedrop.io,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d9261300>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
getadblock.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d8685c30>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
camosun.ca,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d661efb0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
cmcc.ca,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d7c6c730>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
biologicaldiversity.org,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43a4c5c4c0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
sportsmans.com,error: 
start.com,error: 
shenyun.com,error: 
viewsksa.com,error: 
sonnet.ca,error: 
coinmaster.com,error: 
511tactical.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d6d2f160>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
53.com,error: 
affiliatly.com,error: 
biosites.com,error: 
blenderseyewear.com,error: 
bvmobileapps.com,error: 
centralcomputer.com,error: 
chime.com,error: 
connectingthreads.com,error: 
down-east.com,error: 
edgepilot.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d64100a0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
emailpnl.com,error: 
entrythingy.com,error: 
fantasygrounds.com,error: 
fendi.com,error: 
fotober.com,error: 
hermitlux.us,error: 
hiyahealth.com,error: 
hmongdictionary.com,error: 
hornetplugins.com,error: 
host-on.de,error: 
houstonyr.com,error: 
ideaspectrum.com,error: 
irs.gov,error: 
kadaza.com,error: 
kentuckyburlesquefestival.com,error: Cannot connect to host kentuckyburlesquefestival.com:443 ssl:default [Name or service not known]
khadijahmedicalclinic.org,error: 
lcecho.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43bc17dae0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
longevityactivator.com,error: 
magcloud.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d87271c0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
manessfamily.org,error: 
marylandbarfoundation.org,error: 
membershipcommand.com,error: 
namebrowse.com,error: 
oldironsidesfakes.ph,error: 
oldnorthend.org,error: 
omsaofwm.com,error: 
paidperletter.com,error: 
petshed.com,error: 
podio.com,error: 
revivalanimal.com,error: 
sagos.org,error: 
search-reach.com,error: 
strimm.com,"[HTTP API price extraction error: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /price-extract (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f43d84a49d0>: Failed to establish a new connection: [Errno 111] Connection refused'))]"
tdbank.com,error: 
teleflora.com,error: 
thefeng.org,error: 
timelessbeats.com,error: 
tithe.ly,error: 
tropicshare.com,"error: Cannot connect to host tropicshare.com:443 ssl:True [SSLCertVerificationError: (1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1017)')]"
txcvma236.org,error: 
upaknship.com,error: 
vhsl.org,error: 
whsrockshop.org,error: 
xpertfulfillment.com,error: 
zygorguides.com,error: 
abysmoyoga.com,error: 
cheatevolution.com,error: 
global-audio-store.fr,error: 
marktemusik.live,error: 
netdedi.com,error: 
newhomeuk.cn,error: 
remixplanet.net,error: 
sproutinue.com,error: 
thegigabit.com,error: 
truehost.ke,error: 
klarstein.it,error: 
mediaset.it,error: 
balzac-paris.com,error: 
bizay.fr,error: 
